date_time, dilution_concentration, dilution_dilutant, dilution_pressure, dilution_ratio, dilution_sample_flow, ovg_concentration, ovg_exhaust, ovg_sample_flow, ovg_source, ovg_temperature, peltier_current, peltier_power, peltier_sink_temperature, peltier_temperature, peltier_voltage, pid_concentration, pid_voltage, purge_flow, sht21_concentration, sht21_humidity, sht21_temperature, valve_position, valve_purpose
2019/07/25 12:26:41, 1.0067529868260436, 0.0, 2.0, 1.0, 50.0, 1.0067529868260436, 28.935897827148438, 69.99861907958984, Limonene 13/07/2018, 59.999610900878906, -1.3168818950653076, 2.2457029933475496, 22.47216796875, 69.9727783203125, -1.7053184509277344, 2.1214657738095237, 0.181640625, 50.0, None, None, None, B, Purge
# 2019/07/25 12:26:41, 0: SET vapour_generator:temperature = 60
# 2019/07/25 12:26:41, 0: SET vapour_generator:sample_flow = 70
# 2019/07/25 12:26:41, 0: SET vapour_generator:exhaust_flow = 29.605
# 2019/07/25 12:26:41, 0: SET vapour_generator:tube = Limonene 13/07/2018
# 2019/07/25 12:26:41, 0: SET dilution_stage:dilutant = 0
# 2019/07/25 12:26:41, 0: SET dilution_stage:output = 50
# 2019/07/25 12:26:41, 0: SET dilution_stage:pressure = 2
# 2019/07/25 12:26:41, 0: SET purge_flow = 50
# 2019/07/25 12:26:41, 0: SET valve = B (Purge)
# 2019/07/25 12:26:41, 0: SET peltier == 70
2019/07/25 12:26:41, 1.0058492620612036, 0.0, 2.0, 1.0, 50.0, 1.0058492620612036, 29.025224685668945, 69.9984130859375, Limonene 13/07/2018, 59.99964904785156, -1.2897673845291138, 2.1271650422818453, 22.475311279296875, 70.007080078125, -1.649262547492981, 2.1214657738095237, 0.181640625, 50.0, None, None, None, B, Purge
# 2019/07/25 12:26:41, 1: WAIT 600.0s
2019/07/25 12:26:43, 1.003524338342259, 0.0, 2.0, 1.0, 50.0, 1.003524338342259, 29.252601623535156, 69.99861907958984, Limonene 13/07/2018, 59.99934768676758, -1.2832807302474976, 2.110896728524864, 22.476348876953125, 70.02853393554688, -1.6449220180511475, 2.1214657738095237, 0.181640625, 50.0, None, None, None, B, Purge
2019/07/25 12:26:45, 1.0008946321590368, 0.0, 2.0, 1.0, 50.0, 1.0008946321590368, 29.510549545288086, 69.9985580444336, Limonene 13/07/2018, 59.99887466430664, -1.3147095441818237, 2.2417487794380264, 22.46392822265625, 69.96380615234375, -1.70512855052948, 2.0924014136904763, 0.18115234375, 50.0, None, None, None, B, Purge
2019/07/25 12:26:47, 1.0007457560029556, -0.1, 2.0, 1.0014305917427422, 50.0, 0.9993161425809903, 29.669357299804688, 70.00114440917969, Limonene 13/07/2018, 59.99956512451172, -1.2973817586898804, 2.166124991131852, 22.4583740234375, 70.0074462890625, -1.6696126461029053, 2.0924014136904763, 0.18115234375, 50.0, None, None, None, B, Purge
2019/07/25 12:26:49, 1.0002900492294404, 0.1, 2.0, 0.9985734556083182, 49.9, 1.0017190459164333, 29.434595108032227, 69.99946594238281, Limonene 13/07/2018, 60.0, -1.290606141090393, 2.1380861340516333, 22.4453125, 70.01510620117188, -1.6566526889801025, 2.1214657738095237, 0.181640625, 50.0, None, None, None, B, Purge
2019/07/25 12:26:51, 1.0017540858334664, 0.0, 2.0, 1.0, 50.0, 1.0017540858334664, 29.439720153808594, 69.99388122558594, Limonene 13/07/2018, 60.00049591064453, -1.2933800220489502, 2.148602732012421, 22.463165283203125, 70.00640869140625, -1.6612308025360107, 2.0924014136904763, 0.18115234375, 50.0, None, None, None, B, Purge
2019/07/25 12:26:53, 1.0017068332250647, 0.0, 2.0, 1.0, 50.0, 1.0017068332250647, 29.439977645874023, 70.00042724609375, Limonene 13/07/2018, 60.0008430480957, -1.2872166633605957, 2.1220605615134787, 22.472869873046875, 70.01797485351562, -1.6485651731491089, 2.0924014136904763, 0.18115234375, 50.0, None, None, None, B, Purge
2019/07/25 12:26:55, 1.0045908208417185, 0.0, 2.0, 1.0, 49.9, 1.0045908208417185, 29.145586013793945, 70.00814056396484, Limonene 13/07/2018, 60.00064468383789, -1.2997671365737915, 2.1796401324788803, 22.481170654296875, 69.99624633789062, -1.6769466400146484, 2.0924014136904763, 0.18115234375, 50.1, None, None, None, B, Purge
2019/07/25 12:26:57, 1.0040401141304969, 0.0, 2.0, 1.0, 50.0, 1.0040401141304969, 29.205007553100586, 70.0000228881836, Limonene 13/07/2018, 60.00013732910156, -1.3110600709915161, 2.225300493661578, 22.465362548828125, 69.98043823242188, -1.6973291635513306, 2.0924014136904763, 0.18115234375, 50.0, None, None, None, B, Purge
2019/07/25 12:26:59, 1.0035767051411653, 0.0, 2.0, 1.0, 50.0, 1.0035767051411653, 29.250619888305664, 69.9979248046875, Limonene 13/07/2018, 59.999759674072266, -1.2935315370559692, 2.151053185119409, 22.470306396484375, 70.01605224609375, -1.6629306077957153, 2.0924014136904763, 0.18115234375, 50.0, None, None, None, B, Purge
2019/07/25 12:27:02, 1.0003511837247665, 0.1, 2.0, 0.9985734838651483, 50.0, 1.001780239399846, 29.42436981201172, 70.0008544921875, Limonene 13/07/2018, 59.99954605102539, -1.304016351699829, 2.1944116901964037, 22.482940673828125, 69.98944091796875, -1.6828099489212036, 2.0924014136904763, 0.18115234375, 50.0, None, None, None, B, Purge
2019/07/25 12:27:04, 1.0077910575366735, -0.1, 2.0, 1.0014306321848276, 50.1, 1.0063513389219674, 28.975019454956055, 69.9991683959961, Limonene 13/07/2018, 59.99964141845703, -1.275478720664978, 2.0735229449557835, 22.471466064453125, 70.0352783203125, -1.6256821155548096, 2.0633370535714284, 0.1806640625, 50.0, None, None, None, B, Purge
2019/07/25 12:27:06, 1.0014549535637216, 0.1, 2.0, 0.9985734613529292, 50.0, 1.002885608643042, 29.316516876220703, 69.99974822998047, Limonene 13/07/2018, 59.99964904785156, -1.3017209768295288, 2.1872805124728245, 22.4564208984375, 69.98916625976562, -1.6802990436553955, 2.0924014136904763, 0.18115234375, 50.0, None, None, None, B, Purge
2019/07/25 12:27:08, 1.0034803706113913, 0.0, 2.0, 1.0, 50.0, 1.0034803706113913, 29.261823654174805, 69.99787139892578, Limonene 13/07/2018, 60.00002670288086, -1.2987204790115356, 2.172950689857899, 22.45068359375, 69.99935913085938, -1.6731473207473755, 2.0633370535714284, 0.1806640625, 50.0, None, None, None, B, Purge
2019/07/25 12:27:10, 1.0003400918134628, -0.1, 2.0, 1.0014307347836957, 50.0, 0.9989109152212424, 29.720294952392578, 69.99415588378906, Limonene 13/07/2018, 60.00014114379883, -1.3004188537597656, 2.179716238075798, 22.46844482421875, 69.99920654296875, -1.6761647462844849, 2.0633370535714284, 0.1806640625, 50.0, None, None, None, B, Purge
2019/07/25 12:27:12, 0.9990220849249516, 0.0, 2.0, 1.0, 50.0, 0.9990220849249516, 29.701539993286133, 70.00232696533203, Limonene 13/07/2018, 60.00022506713867, -1.2847063541412354, 2.111978902565852, 22.4769287109375, 70.02267456054688, -1.6439390182495117, 2.0633370535714284, 0.1806640625, 50.0, None, None, None, B, Purge
